A,DANGER THIS COL MISSING FROM MP3 EXPORT FILE - MAY NOT IMPORT CORRECTLY!!2,Customer ID,IMF,E,F,G,Date,I,J,K,L,M,N,O,P,Q,R,S,T,Vista Order #,Amt Ordered,Phy PT Amt Del,SCDIO QTY Delivered,Source Filename,CSV Row Reference,Page,Primary,ROW,LEFT OFF AT 3992,,"VirtualPickTicket_ & U2 & "".html"""
OLD DATA,.,644-ICURM,59597,.,.,.,4/29/2026,.,.,.,.,.,.,.,.,.,.,.,.,792089,5,0,.,VirtualPickTicket_792089.html,,,,3251,,,
OLD DATA,.,644-ICURM,61299,.,.,.,4/29/2026,.,.,.,.,.,.,.,.,.,.,.,.,792089,10,0,.,VirtualPickTicket_792089.html,,,,3252,,,
OLD DATA,.,644-CT1MSD,5038,.,.,.,4/29/2026,.,.,.,.,.,.,.,.,.,.,.,.,792090,12,0,.,VirtualPickTicket_792090.html,,,,3253,,,
OLD DATA,.,644-CT1MSD,19676,.,.,.,4/29/2026,.,.,.,.,.,.,.,.,.,.,.,.,792090,5,10,.,VirtualPickTicket_792090.html,,,,3254,,,
OLD DATA,.,644-CT1MSD,19678,.,.,.,4/29/2026,.,.,.,.,.,.,.,.,.,.,.,.,792090,20,0,.,VirtualPickTicket_792090.html,,,,3255,,,
NEW DATA,.,644-CTMSD,1913,.,.,.,,.,.,.,.,.,.,.,.,.,.,.,.,792091,12,1,.,VirtualPickTicket_792091.html,,,,3256,,,
NEW DATA,.,644-CTMSD,23924,.,.,.,,.,.,.,.,.,.,.,.,.,.,.,.,792091,1,0,.,VirtualPickTicket_792091.html,,,,3257,,,
NEW DATA,.,644-CTMSD,59597,.,.,.,,.,.,.,.,.,.,.,.,.,.,.,.,792091,8,0,.,VirtualPickTicket_792091.html,,,,3258,,,
NEW DATA,.,644-CTMSD,129817,.,.,.,,.,.,.,.,.,.,.,.,.,.,.,.,792091,3,0,.,VirtualPickTicket_792091.html,,,,3259,,,
OLD DATA,.,644-SAME DAY,1622,.,.,.,4/29/2026,.,.,.,.,.,.,.,.,.,.,.,.,792092,10,10,.,VirtualPickTicket_792092.html,,,,3260,,,
OLD DATA,.,644-SAME DAY,12205,.,.,.,4/29/2026,.,.,.,.,.,.,.,.,.,.,.,.,792092,10,10,.,VirtualPickTicket_792092.html,,,,3261,,,
OLD DATA,.,644-SAME DAY,28018,.,.,.,4/29/2026,.,.,.,.,.,.,.,.,.,.,.,.,792092,3,5,.,VirtualPickTicket_792092.html,,,,3262,,,
OLD DATA,.,644-SAME DAY,28834,.,.,.,4/29/2026,.,.,.,.,.,.,.,.,.,.,.,.,792092,13,17,.,VirtualPickTicket_792092.html,,,,3263,,,
OLD DATA,.,644-SAME DAY,29094,.,.,.,4/29/2026,.,.,.,.,.,.,.,.,.,.,.,.,792092,2,2,.,VirtualPickTicket_792092.html,,,,3264,,,
OLD DATA,.,644-ED1,1481,.,.,.,4/29/2026,.,.,.,.,.,.,.,.,.,.,.,.,792093,3,3,.,VirtualPickTicket_792093.html,,,,3265,,,
OLD DATA,.,644-ED1,1622,.,.,.,4/29/2026,.,.,.,.,.,.,.,.,.,.,.,.,792093,10,10,.,VirtualPickTicket_792093.html,,,,3266,,,
OLD DATA,.,644-ED1,3769,.,.,.,4/29/2026,.,.,.,.,.,.,.,.,.,.,.,.,792093,15,15,.,VirtualPickTicket_792093.html,,,,3267,,,
OLD DATA,.,644-ED1,5039,.,.,.,4/29/2026,.,.,.,.,.,.,.,.,.,.,.,.,792093,20,20,.,VirtualPickTicket_792093.html,,,,3268,,,
OLD DATA,.,644-ED1,5645,.,.,.,4/29/2026,.,.,.,.,.,.,.,.,.,.,.,.,792093,10,10,.,VirtualPickTicket_792093.html,,,,3269,,,
OLD DATA,.,644-ED1,6555,.,.,.,4/29/2026,.,.,.,.,.,.,.,.,.,.,.,.,792093,200,200,.,VirtualPickTicket_792093.html,,,,3270,,,
OLD DATA,.,644-ED1,13310,.,.,.,4/29/2026,.,.,.,.,.,.,.,.,.,.,.,.,792093,50,0,.,VirtualPickTicket_792093.html,,,,3271,,,
OLD DATA,.,644-ED1,17597,.,.,.,4/29/2026,.,.,.,.,.,.,.,.,.,.,.,.,792093,10,10,.,VirtualPickTicket_792093.html,,,,3272,,,
OLD DATA,.,644-ED1,32528,.,.,.,4/29/2026,.,.,.,.,.,.,.,.,.,.,.,.,792093,2,2,.,VirtualPickTicket_792093.html,,,,3273,,,
OLD DATA,.,644-ED1,32530,.,.,.,4/29/2026,.,.,.,.,.,.,.,.,.,.,.,.,792093,1,1,.,VirtualPickTicket_792093.html,,,,3274,,,
OLD DATA,.,644-ED1,41341,.,.,.,4/29/2026,.,.,.,.,.,.,.,.,.,.,.,.,792093,3,7,.,VirtualPickTicket_792093.html,,,,3275,,,
OLD DATA,.,644-ED1,42036,.,.,.,4/29/2026,.,.,.,.,.,.,.,.,.,.,.,.,792093,10,10,.,VirtualPickTicket_792093.html,,,,3276,,,
OLD DATA,.,644-ED1,50617,.,.,.,4/29/2026,.,.,.,.,.,.,.,.,.,.,.,.,792093,29,29,.,VirtualPickTicket_792093.html,,,,3277,,,
OLD DATA,.,644-ED2,1622,.,.,.,4/29/2026,.,.,.,.,.,.,.,.,.,.,.,.,792094,10,10,.,VirtualPickTicket_792094.html,,,,3278,,,
OLD DATA,.,644-ED2,5047,.,.,.,4/29/2026,.,.,.,.,.,.,.,.,.,.,.,.,792094,4,4,.,VirtualPickTicket_792094.html,,,,3279,,,
OLD DATA,.,644-ED2,9295,.,.,.,4/29/2026,.,.,.,.,.,.,.,.,.,.,.,.,792094,400,400,.,VirtualPickTicket_792094.html,,,,3280,,,
OLD DATA,.,644-ED2,9415,.,.,.,4/29/2026,.,.,.,.,.,.,.,.,.,.,.,.,792094,10,10,.,VirtualPickTicket_792094.html,,,,3281,,,
OLD DATA,.,644-ED2,24113,.,.,.,4/29/2026,.,.,.,.,.,.,.,.,.,.,.,.,792094,250,250,.,VirtualPickTicket_792094.html,,,,3282,,,
OLD DATA,.,644-ED2,24811,.,.,.,4/29/2026,.,.,.,.,.,.,.,.,.,.,.,.,792094,6,6,.,VirtualPickTicket_792094.html,,,,3283,,,
OLD DATA,.,644-ED2,30109,.,.,.,4/29/2026,.,.,.,.,.,.,.,.,.,.,.,.,792094,4,4,.,VirtualPickTicket_792094.html,,,,3284,,,
OLD DATA,.,644-ED2,35486,.,.,.,4/29/2026,.,.,.,.,.,.,.,.,.,.,.,.,792094,60,60,.,VirtualPickTicket_792094.html,,,,3285,,,
OLD DATA,.,644-ED2,39203,.,.,.,4/29/2026,.,.,.,.,.,.,.,.,.,.,.,.,792094,12,12,.,VirtualPickTicket_792094.html,,,,3286,,,
OLD DATA,.,644-ED3,3769,.,.,.,4/29/2026,.,.,.,.,.,.,.,.,.,.,.,.,792095,5,5,.,VirtualPickTicket_792095.html,,,,3287,,,
OLD DATA,.,644-ED3,6357,.,.,.,4/29/2026,.,.,.,.,.,.,.,.,.,.,.,.,792095,3,7,.,VirtualPickTicket_792095.html,,,,3288,,,
OLD DATA,.,644-ED3,32559,.,.,.,4/29/2026,.,.,.,.,.,.,.,.,.,.,.,.,792095,11,11,.,VirtualPickTicket_792095.html,,,,3289,,,
OLD DATA,.,644-2C,30205,.,.,.,4/29/2026,.,.,.,.,.,.,.,.,.,.,.,.,792096,3,2,.,VirtualPickTicket_792096.html,,,,3290,,,
OLD DATA,.,644-2C,38101,.,.,.,4/29/2026,.,.,.,.,.,.,.,.,.,.,.,.,792096,1,1,.,VirtualPickTicket_792096.html,,,,3291,,,
OLD DATA,.,644-2C,41960,.,.,.,4/29/2026,.,.,.,.,.,.,.,.,.,.,.,.,792096,3,3,.,VirtualPickTicket_792096.html,,,,3292,,,
OLD DATA,.,644-2C,50348,.,.,.,4/29/2026,.,.,.,.,.,.,.,.,.,.,.,.,792096,4,4,.,VirtualPickTicket_792096.html,,,,3293,,,
OLD DATA,.,644-2C,50422,.,.,.,4/29/2026,.,.,.,.,.,.,.,.,.,.,.,.,792096,4,2,.,VirtualPickTicket_792096.html,,,,3294,,,
OLD DATA,.,644-3B,571,.,.,.,4/29/2026,.,.,.,.,.,.,.,.,.,.,.,.,792097,12,0,.,VirtualPickTicket_792097.html,,,,3295,,,
OLD DATA,.,644-3B,1604,.,.,.,4/29/2026,.,.,.,.,.,.,.,.,.,.,.,.,792097,1,0,.,VirtualPickTicket_792097.html,,,,3296,,,
OLD DATA,.,644-3B,1608,.,.,.,4/29/2026,.,.,.,.,.,.,.,.,.,.,.,.,792097,1,1,.,VirtualPickTicket_792097.html,,,,3297,,,
OLD DATA,.,644-3B,2084,.,.,.,4/29/2026,.,.,.,.,.,.,.,.,.,.,.,.,792097,1,1,.,VirtualPickTicket_792097.html,,,,3298,,,
OLD DATA,.,644-3B,2242,.,.,.,4/29/2026,.,.,.,.,.,.,.,.,.,.,.,.,792097,1,1,.,VirtualPickTicket_792097.html,,,,3299,,,
OLD DATA,.,644-3B,3769,.,.,.,4/29/2026,.,.,.,.,.,.,.,.,.,.,.,.,792097,9,9,.,VirtualPickTicket_792097.html,,,,3300,,,
OLD DATA,.,644-3B,5960,.,.,.,4/29/2026,.,.,.,.,.,.,.,.,.,.,.,.,792097,64,64,.,VirtualPickTicket_792097.html,,,,3301,,,
OLD DATA,.,644-3B,9057,.,.,.,4/29/2026,.,.,.,.,.,.,.,.,.,.,.,.,792097,24,24,.,VirtualPickTicket_792097.html,,,,3302,,,
OLD DATA,.,644-3B,9312,.,.,.,4/29/2026,.,.,.,.,.,.,.,.,.,.,.,.,792097,2,2,.,VirtualPickTicket_792097.html,,,,3303,,,
OLD DATA,.,644-3B,9414,.,.,.,4/29/2026,.,.,.,.,.,.,.,.,.,.,.,.,792097,3,3,.,VirtualPickTicket_792097.html,,,,3304,,,
OLD DATA,.,644-3B,9420,.,.,.,4/29/2026,.,.,.,.,.,.,.,.,.,.,.,.,792097,2,2,.,VirtualPickTicket_792097.html,,,,3305,,,
OLD DATA,.,644-3B,9719,.,.,.,4/29/2026,.,.,.,.,.,.,.,.,.,.,.,.,792097,4,4,.,VirtualPickTicket_792097.html,,,,3306,,,
OLD DATA,.,644-3B,10932,.,.,.,4/29/2026,.,.,.,.,.,.,.,.,.,.,.,.,792097,2,2,.,VirtualPickTicket_792097.html,,,,3307,,,
OLD DATA,.,644-3B,19677,.,.,.,4/29/2026,.,.,.,.,.,.,.,.,.,.,.,.,792097,9,9,.,VirtualPickTicket_792097.html,,,,3308,,,
OLD DATA,.,644-3B,22288,.,.,.,4/29/2026,.,.,.,.,.,.,.,.,.,.,.,.,792097,6,6,.,VirtualPickTicket_792097.html,,,,3309,,,
OLD DATA,.,644-3B,30205,.,.,.,4/29/2026,.,.,.,.,.,.,.,.,.,.,.,.,792097,2,2,.,VirtualPickTicket_792097.html,,,,3310,,,
OLD DATA,.,644-3B,32038,.,.,.,4/29/2026,.,.,.,.,.,.,.,.,.,.,.,.,792097,3,3,.,VirtualPickTicket_792097.html,,,,3311,,,
OLD DATA,.,644-3B,32171,.,.,.,4/29/2026,.,.,.,.,.,.,.,.,.,.,.,.,792097,6,6,.,VirtualPickTicket_792097.html,,,,3312,,,
OLD DATA,.,644-3B,32529,.,.,.,4/29/2026,.,.,.,.,.,.,.,.,.,.,.,.,792097,1,1,.,VirtualPickTicket_792097.html,,,,3313,,,
OLD DATA,.,644-3B,37163,.,.,.,4/29/2026,.,.,.,.,.,.,.,.,.,.,.,.,792097,12,12,.,VirtualPickTicket_792097.html,,,,3314,,,
OLD DATA,.,644-3B,39581,.,.,.,4/29/2026,.,.,.,.,.,.,.,.,.,.,.,.,792097,5,5,.,VirtualPickTicket_792097.html,,,,3315,,,
OLD DATA,.,644-3B,40483,.,.,.,4/29/2026,.,.,.,.,.,.,.,.,.,.,.,.,792097,2,2,.,VirtualPickTicket_792097.html,,,,3316,,,
OLD DATA,.,644-3B,43117,.,.,.,4/29/2026,.,.,.,.,.,.,.,.,.,.,.,.,792097,2,2,.,VirtualPickTicket_792097.html,,,,3317,,,
OLD DATA,.,644-3B,50420,.,.,.,4/29/2026,.,.,.,.,.,.,.,.,.,.,.,.,792097,21,21,.,VirtualPickTicket_792097.html,,,,3318,,,
OLD DATA,.,644-3B,50613,.,.,.,4/29/2026,.,.,.,.,.,.,.,.,.,.,.,.,792097,5,5,.,VirtualPickTicket_792097.html,,,,3319,,,
OLD DATA,.,644-3B,50617,.,.,.,4/29/2026,.,.,.,.,.,.,.,.,.,.,.,.,792097,12,0,.,VirtualPickTicket_792097.html,,,,3320,,,
OLD DATA,.,644-3B,61271,.,.,.,4/29/2026,.,.,.,.,.,.,.,.,.,.,.,.,792097,15,0,.,VirtualPickTicket_792097.html,,,,3321,,,
OLD DATA,.,644-3B,99015,.,.,.,4/29/2026,.,.,.,.,.,.,.,.,.,.,.,.,792097,18,18,.,VirtualPickTicket_792097.html,,,,3322,,,
OLD DATA,.,644-3B,129805,.,.,.,4/29/2026,.,.,.,.,.,.,.,.,.,.,.,.,792097,1,1,.,VirtualPickTicket_792097.html,,,,3323,,,
OLD DATA,.,644-4E,19973,.,.,.,4/29/2026,.,.,.,.,.,.,.,.,.,.,.,.,792098,8,8,.,VirtualPickTicket_792098.html,,,,3324,,,
OLD DATA,.,644-4E,23924,.,.,.,4/29/2026,.,.,.,.,.,.,.,.,.,.,.,.,792098,2,2,.,VirtualPickTicket_792098.html,,,,3325,,,
OLD DATA,.,644-4E,35848,.,.,.,4/29/2026,.,.,.,.,.,.,.,.,.,.,.,.,792098,8,8,.,VirtualPickTicket_792098.html,,,,3326,,,
OLD DATA,.,644-CATHLAB2,89,.,.,.,4/29/2026,.,.,.,.,.,.,.,.,.,.,.,.,792099,100,100,.,VirtualPickTicket_792099.html,,,,3327,,,
OLD DATA,.,644-CATHLAB2,1622,.,.,.,4/29/2026,.,.,.,.,.,.,.,.,.,.,.,.,792099,10,0,.,VirtualPickTicket_792099.html,,,,3328,,,
OLD DATA,.,644-CATHLAB2,27102,.,.,.,4/29/2026,.,.,.,.,.,.,.,.,.,.,.,.,792099,4,4,.,VirtualPickTicket_792099.html,,,,3329,,,
OLD DATA,.,644-CATHLAB2,32463,.,.,.,4/29/2026,.,.,.,.,.,.,.,.,.,.,.,.,792099,3,3,.,VirtualPickTicket_792099.html,,,,3330,,,
OLD DATA,.,644-CATHLAB2,59290,.,.,.,4/29/2026,.,.,.,.,.,.,.,.,.,.,.,.,792099,4,4,.,VirtualPickTicket_792099.html,,,,3331,,,
OLD DATA,.,644-PROC CCLAB,177,.,.,.,4/29/2026,.,.,.,.,.,.,.,.,.,.,.,.,792101,5,5,.,VirtualPickTicket_792101.html,,,,3332,,,
OLD DATA,.,644-PROC CCLAB,1955,.,.,.,4/29/2026,.,.,.,.,.,.,.,.,.,.,.,.,792101,4,4,.,VirtualPickTicket_792101.html,,,,3333,,,
OLD DATA,.,644-PROC CCLAB,1972,.,.,.,4/29/2026,.,.,.,.,.,.,.,.,.,.,.,.,792101,3,3,.,VirtualPickTicket_792101.html,,,,3334,,,
OLD DATA,.,644-PROC CCLAB,8772,.,.,.,4/29/2026,.,.,.,.,.,.,.,.,.,.,.,.,792101,6,6,.,VirtualPickTicket_792101.html,,,,3335,,,
OLD DATA,.,644-PROC CCLAB,9427,.,.,.,4/29/2026,.,.,.,.,.,.,.,.,.,.,.,.,792101,25,25,.,VirtualPickTicket_792101.html,,,,3336,,,
OLD DATA,.,644-PROC CCLAB,24204,.,.,.,4/29/2026,.,.,.,.,.,.,.,.,.,.,.,.,792101,1,1,.,VirtualPickTicket_792101.html,,,,3337,,,
OLD DATA,.,644-PROC CCLAB,24315,.,.,.,4/29/2026,.,.,.,.,.,.,.,.,.,.,.,.,792101,2,2,.,VirtualPickTicket_792101.html,,,,3338,,,
OLD DATA,.,644-PROC CCLAB,27102,.,.,.,4/29/2026,.,.,.,.,.,.,.,.,.,.,.,.,792101,3,3,.,VirtualPickTicket_792101.html,,,,3339,,,
OLD DATA,.,644-PROC CCLAB,35069,.,.,.,4/29/2026,.,.,.,.,.,.,.,.,.,.,.,.,792101,4,4,.,VirtualPickTicket_792101.html,,,,3340,,,
OLD DATA,.,644-PROC CCLAB,43616,.,.,.,4/29/2026,.,.,.,.,.,.,.,.,.,.,.,.,792101,2,2,.,VirtualPickTicket_792101.html,,,,3341,,,
OLD DATA,.,644-4C,468,.,.,.,4/29/2026,.,.,.,.,.,.,.,.,.,.,.,.,792102,21,0,.,VirtualPickTicket_792102.html,,,,3342,,,
OLD DATA,.,644-4C,571,.,.,.,4/29/2026,.,.,.,.,.,.,.,.,.,.,.,.,792102,6,5,.,VirtualPickTicket_792102.html,,,,3343,,,
OLD DATA,.,644-4C,588,.,.,.,4/29/2026,.,.,.,.,.,.,.,.,.,.,.,.,792102,2,2,.,VirtualPickTicket_792102.html,,,,3344,,,
OLD DATA,.,644-4C,1990,.,.,.,4/29/2026,.,.,.,.,.,.,.,.,.,.,.,.,792102,2,0,.,VirtualPickTicket_792102.html,,,,3345,,,
OLD DATA,.,644-4C,2648,.,.,.,4/29/2026,.,.,.,.,.,.,.,.,.,.,.,.,792102,2,2,.,VirtualPickTicket_792102.html,,,,3346,,,
OLD DATA,.,644-4C,5960,.,.,.,4/29/2026,.,.,.,.,.,.,.,.,.,.,.,.,792102,72,50,.,VirtualPickTicket_792102.html,,,,3347,,,
OLD DATA,.,644-4C,6357,.,.,.,4/29/2026,.,.,.,.,.,.,.,.,.,.,.,.,792102,6,6,.,VirtualPickTicket_792102.html,,,,3348,,,
OLD DATA,.,644-4C,9295,.,.,.,4/29/2026,.,.,.,.,.,.,.,.,.,.,.,.,792102,594,600,.,VirtualPickTicket_792102.html,,,,3349,,,
OLD DATA,.,644-4C,9414,.,.,.,4/29/2026,.,.,.,.,.,.,.,.,.,.,.,.,792102,5,5,.,VirtualPickTicket_792102.html,,,,3350,,,
OLD DATA,.,644-4C,9415,.,.,.,4/29/2026,.,.,.,.,.,.,.,.,.,.,.,.,792102,11,10,.,VirtualPickTicket_792102.html,,,,3351,,,
OLD DATA,.,644-4C,13310,.,.,.,4/29/2026,.,.,.,.,.,.,.,.,.,.,.,.,792102,8,8,.,VirtualPickTicket_792102.html,,,,3352,,,
OLD DATA,.,644-4C,19552,.,.,.,4/29/2026,.,.,.,.,.,.,.,.,.,.,.,.,792102,2,2,.,VirtualPickTicket_792102.html,,,,3353,,,
OLD DATA,.,644-4C,22289,.,.,.,4/29/2026,.,.,.,.,.,.,.,.,.,.,.,.,792102,1,1,.,VirtualPickTicket_792102.html,,,,3354,,,
OLD DATA,.,644-4C,23157,.,.,.,4/29/2026,.,.,.,.,.,.,.,.,.,.,.,.,792102,4,4,.,VirtualPickTicket_792102.html,,,,3355,,,
OLD DATA,.,644-4C,29885,.,.,.,4/29/2026,.,.,.,.,.,.,.,.,.,.,.,.,792102,5,5,.,VirtualPickTicket_792102.html,,,,3356,,,
OLD DATA,.,644-4C,30039,.,.,.,4/29/2026,.,.,.,.,.,.,.,.,.,.,.,.,792102,4,4,.,VirtualPickTicket_792102.html,,,,3357,,,
OLD DATA,.,644-4C,31670,.,.,.,4/29/2026,.,.,.,.,.,.,.,.,.,.,.,.,792102,3,3,.,VirtualPickTicket_792102.html,,,,3358,,,
OLD DATA,.,644-4C,32529,.,.,.,4/29/2026,.,.,.,.,.,.,.,.,.,.,.,.,792102,3,3,.,VirtualPickTicket_792102.html,,,,3359,,,
OLD DATA,.,644-4C,34708,.,.,.,4/29/2026,.,.,.,.,.,.,.,.,.,.,.,.,792102,7,12,.,VirtualPickTicket_792102.html,,,,3360,,,
OLD DATA,.,644-4C,35845,.,.,.,4/29/2026,.,.,.,.,.,.,.,.,.,.,.,.,792102,2,2,.,VirtualPickTicket_792102.html,,,,3361,,,
OLD DATA,.,644-4C,35847,.,.,.,4/29/2026,.,.,.,.,.,.,.,.,.,.,.,.,792102,9,9,.,VirtualPickTicket_792102.html,,,,3362,,,
OLD DATA,.,644-4C,39199,.,.,.,4/29/2026,.,.,.,.,.,.,.,.,.,.,.,.,792102,10,10,.,VirtualPickTicket_792102.html,,,,3363,,,
OLD DATA,.,644-4C,42037,.,.,.,4/29/2026,.,.,.,.,.,.,.,.,.,.,.,.,792102,13,13,.,VirtualPickTicket_792102.html,,,,3364,,,
OLD DATA,.,644-4C,45122,.,.,.,4/29/2026,.,.,.,.,.,.,.,.,.,.,.,.,792102,1,1,.,VirtualPickTicket_792102.html,,,,3365,,,
OLD DATA,.,644-4C,48763,.,.,.,4/29/2026,.,.,.,.,.,.,.,.,.,.,.,.,792102,4,0,.,VirtualPickTicket_792102.html,,,,3366,,,
OLD DATA,.,644-4C,48862,.,.,.,4/29/2026,.,.,.,.,.,.,.,.,.,.,.,.,792102,8,8,.,VirtualPickTicket_792102.html,,,,3367,,,
OLD DATA,.,644-4C,50294,.,.,.,4/29/2026,.,.,.,.,.,.,.,.,.,.,.,.,792102,2,2,.,VirtualPickTicket_792102.html,,,,3368,,,
OLD DATA,.,644-4CFLUIDS,5039,.,.,.,4/29/2026,.,.,.,.,.,.,.,.,.,.,.,.,792103,5,5,.,VirtualPickTicket_792103.html,,,,3369,,,
OLD DATA,.,644-4CFLUIDS,5043,.,.,.,4/29/2026,.,.,.,.,.,.,.,.,.,.,.,.,792103,5,0,.,VirtualPickTicket_792103.html,,,,3370,,,
OLD DATA,.,644-4CFLUIDS,20943,.,.,.,4/29/2026,.,.,.,.,.,.,.,.,.,.,.,.,792103,89,60,.,VirtualPickTicket_792103.html,,,,3371,,,
OLD DATA,.,644-4CFLUIDS,30205,.,.,.,4/29/2026,.,.,.,.,.,.,.,.,.,.,.,.,792103,2,1,.,VirtualPickTicket_792103.html,,,,3372,,,
OLD DATA,.,644-4CFLUIDS,50641,.,.,.,4/29/2026,.,.,.,.,.,.,.,.,.,.,.,.,792103,6,6,.,VirtualPickTicket_792103.html,,,,3373,,,
NEW DATA,.,644-ONCOLOGY,20047,.,.,.,4/30/2026,.,.,.,.,.,.,.,.,.,.,.,.,792104,26,26,,,,,,3374,,,
NEW DATA,.,644-ONCOLOGY,9625,.,.,.,4/30/2026,.,.,.,.,.,.,.,.,.,.,.,.,792104,20,20,.,VirtualPickTicket_792104.html,,,,3375,,,
NEW DATA,.,644-ONCOLOGY,214,.,.,.,4/30/2026,.,.,.,.,.,.,.,.,.,.,.,.,792104,2,2,.,VirtualPickTicket_792104.html,,,,3376,,,
NEW DATA,.,644-ONCOLOGY,5038,.,.,.,4/30/2026,.,.,.,.,.,.,.,.,.,.,.,.,792104,7,0,.,VirtualPickTicket_792104.html,,,,3377,,,
NEW DATA,.,644-ONCOLOGY,6353,.,.,.,4/30/2026,.,.,.,.,.,.,.,.,.,.,.,.,792104,5,0,.,VirtualPickTicket_792104.html,,,,3378,,,
NEW DATA,.,644-ONCOLOGY,6357,.,.,.,4/30/2026,.,.,.,.,.,.,.,.,.,.,.,.,792104,1,1,.,VirtualPickTicket_792104.html,,,,3379,,,
NEW DATA,.,644-ONCOLOGY,10931,.,.,.,4/30/2026,.,.,.,.,.,.,.,.,.,.,.,.,792104,2,2,.,VirtualPickTicket_792104.html,,,,3380,,,
NEW DATA,.,644-ONCOLOGY,18932,.,.,.,4/30/2026,.,.,.,.,.,.,.,.,.,.,.,.,792104,25,0,.,VirtualPickTicket_792104.html,,,,3381,,,
NEW DATA,.,644-ONCOLOGY,22992,.,.,.,4/30/2026,.,.,.,.,.,.,.,.,.,.,.,.,792104,17,0,.,VirtualPickTicket_792104.html,,,,3382,,,
NEW DATA,.,644-ONCOLOGY,32528,.,.,.,4/30/2026,.,.,.,.,.,.,.,.,.,.,.,.,792104,2,2,.,VirtualPickTicket_792104.html,,,,3383,,,
NEW DATA,.,644-ONCOLOGY,32529,.,.,.,4/30/2026,.,.,.,.,.,.,.,.,.,.,.,.,792104,1,1,.,VirtualPickTicket_792104.html,,,,3384,,,
NEW DATA,.,644-ONCOLOGY,35122,.,.,.,4/30/2026,.,.,.,.,.,.,.,.,.,.,.,.,792104,30,0,.,VirtualPickTicket_792104.html,,,,3385,,,
NEW DATA,.,644-ONCOLOGY,35427,.,.,.,4/30/2026,.,.,.,.,.,.,.,.,.,.,.,.,792104,4,0,.,VirtualPickTicket_792104.html,,,,3386,,,
NEW DATA,.,644-ONCOLOGY,36130,.,.,.,4/30/2026,.,.,.,.,.,.,.,.,.,.,.,.,792104,50,0,.,VirtualPickTicket_792104.html,,,,3387,,,
NEW DATA,.,644-ONCOLOGY,40483,.,.,.,4/30/2026,.,.,.,.,.,.,.,.,.,.,.,.,792104,9,0,.,VirtualPickTicket_792104.html,,,,3388,,,
NEW DATA,.,644-ONCOLOGY,41595,.,.,.,4/30/2026,.,.,.,.,.,.,.,.,.,.,.,.,792104,2,2,.,VirtualPickTicket_792104.html,,,,3389,,,
NEW DATA,.,644-ONCOLOGY,42735,.,.,.,4/30/2026,.,.,.,.,.,.,.,.,.,.,.,.,792104,51,50,.,VirtualPickTicket_792104.html,,,,3390,,,
NEW DATA,.,644-ONCOLOGY,50617,.,.,.,4/30/2026,.,.,.,.,.,.,.,.,.,.,.,.,792104,37,40,.,VirtualPickTicket_792104.html,,,,3391,,,
NEW DATA,.,644-ONCOLOGY,50803,.,.,.,4/30/2026,.,.,.,.,.,.,.,.,.,.,.,.,792104,4,0,.,VirtualPickTicket_792104.html,,,,3392,,,
NEW DATA,.,644-ONCOLOGY,5037,.,.,.,4/30/2026,.,.,.,.,.,.,.,.,.,.,.,.,792104,84,0,.,VirtualPickTicket_792104.html,,,,3393,,,
NEW DATA,.,644-ONCOLOGY,35035,.,.,.,4/30/2026,.,.,.,.,.,.,.,.,.,.,.,.,792104,4,4,.,VirtualPickTicket_792104.html,,,,3394,,,
NEW DATA,.,644-ONCOLOGY,36472,.,.,.,4/30/2026,.,.,.,.,.,.,.,.,.,.,.,.,792104,10,11,.,VirtualPickTicket_792104.html,,,,3395,,,
NEW DATA,.,644-ONCOLOGY,50641,.,.,.,4/30/2026,.,.,.,.,.,.,.,.,.,.,.,.,792104,27,30,.,VirtualPickTicket_792104.html,,,,3396,,,
NEW DATA,.,644-POD,434,.,.,.,4/30/2026,.,.,.,.,.,.,.,.,.,.,.,.,792106,30,30,.,VirtualPickTicket_792106.html,,,,3397,,,
NEW DATA,.,644-POD,571,.,.,.,4/30/2026,.,.,.,.,.,.,.,.,.,.,.,.,792106,40,40,.,VirtualPickTicket_792106.html,,,,3398,,,
NEW DATA,.,644-POD,1520,.,.,.,4/30/2026,.,.,.,.,.,.,.,.,.,.,.,.,792106,24,24,.,VirtualPickTicket_792106.html,,,,3399,,,
NEW DATA,.,644-POD,1826,.,.,.,4/30/2026,.,.,.,.,.,.,.,.,.,.,.,.,792106,30,30,.,VirtualPickTicket_792106.html,,,,3400,,,
NEW DATA,.,644-POD,1906,.,.,.,4/30/2026,.,.,.,.,.,.,.,.,.,.,.,.,792106,32,32,.,VirtualPickTicket_792106.html,,,,3401,,,
NEW DATA,.,644-POD,1955,.,.,.,4/30/2026,.,.,.,.,.,.,.,.,.,.,.,.,792106,30,30,.,VirtualPickTicket_792106.html,,,,3402,,,
NEW DATA,.,644-POD,1956,.,.,.,4/30/2026,.,.,.,.,.,.,.,.,.,.,.,.,792106,50,50,.,VirtualPickTicket_792106.html,,,,3403,,,
NEW DATA,.,644-POD,2043,.,.,.,4/30/2026,.,.,.,.,.,.,.,.,.,.,.,.,792106,50,50,.,VirtualPickTicket_792106.html,,,,3404,,,
NEW DATA,.,644-POD,5070,.,.,.,4/30/2026,.,.,.,.,.,.,.,.,.,.,.,.,792106,3,3,.,VirtualPickTicket_792106.html,,,,3405,,,
